Location,Location Name,District Number,Region Number,Terr Num,EFF DT,Current Starting Rate,Staffing Level,Current Staffing Level,YTD Average Staffing Level,Current Staffing Score,YTD Staffing Score,Total Staffing Score,LY Turn %,YTD Turn %,YOY Turn Variance,Turnover Score,Unemployment Score,Kohl's to County Comp Score,County Score,Applicant Flow,Acceptance Rate,Acceptance Rate Score,Applicant Flow Score,Recruiting Score,Cost of Labor Zone,Wage Pressue Score,Wage Score Color,Starting Rate Buckets
384,Ledgewood,28,9,4,1/27/18,9.00,1.00,1.00,0.95,1,2,1.7,0.52,0.41,-0.10,2,5,4,4.5,3.14,0.85,4,2,3.2,4,2.71,Green,9
385,Secaucus,56,9,4,1/27/18,9.00,1.00,1.00,0.95,1,3,2.4,0.64,0.50,-0.14,2,4,3,3.5,6.87,0.84,4,3,3.6,4,2.82,Green,9
386,Watchung,28,9,4,1/27/18,9.00,1.00,1.00,0.93,1,3,2.4,0.56,0.47,-0.09,3,5,5,5,4.52,0.85,3,2,2.6,4,3.12,Yellow,9
387,South Plainfield,38,9,4,1/27/18,9.50,0.96,0.96,0.86,2,4,3.4,0.70,0.51,-0.20,2,5,5,5,4.15,0.88,3,2,2.6,4,3.17,Yellow,9.38
388,Holmdel,38,9,4,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.34,0.29,-0.05,3,4,3,3.5,3.94,0.88,3,2,2.6,4,2.61,Green,9
389,Marlboro,38,9,4,1/27/18,9.00,1.00,1.00,0.91,1,3,2.4,0.50,0.43,-0.07,3,4,4,4,3.14,0.83,4,2,3.2,4,3.07,Yellow,9
390,Brick,38,9,4,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.38,0.25,-0.13,2,3,3,3,3.6,0.89,3,2,2.6,4,2.26,Green,9
391,Tom's River,38,9,4,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.40,0.17,-0.23,1,3,3,3,3.22,0.91,2,2,2,4,1.86,Green,9
392,Severna Park,18,2,4,1/27/18,9.25,1.00,1.00,0.98,1,2,1.7,1.08,0.94,-0.14,2,5,4,4.5,3.85,0.9,3,2,2.6,3,2.56,Green,9.12
393,Yonkers,32,9,4,1/27/18,11.00,1.00,1.00,0.91,1,3,2.4,0.55,0.72,0.17,5,4,5,4.5,4.25,0.94,2,2,2,5,3.37,Yellow,10.5
394,Bedford Hills,46,9,4,1/27/18,11.00,1.00,1.00,0.93,1,3,2.4,0.36,0.74,0.38,5,4,4,4,2.25,0.89,3,1,2.2,4,3.32,Yellow,10.5
395,Cortlandt Manor,46,9,4,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.61,0.65,0.04,4,4,4,4,2.98,0.92,2,1,1.6,4,2.71,Green,10.5
396,Wappingers Falls,46,9,4,1/27/18,10.40,1.00,1.00,0.95,1,3,2.4,0.70,0.53,-0.17,2,4,2,3,4.8,0.89,3,2,2.6,4,2.47,Green,10.38
397,Port Chester,32,9,4,1/27/18,11.00,0.98,0.98,0.87,2,4,3.4,0.65,0.67,0.02,4,4,4,4,3.82,0.89,3,2,2.6,5,3.47,Yellow,10.5
398,West Norwalk,32,9,4,1/27/18,10.10,1.00,1.00,0.97,1,2,1.7,0.21,0.23,0.01,4,4,3,3.5,7.44,0.93,2,2,2,5,2.71,Green,10.12
399,Ridgefield,46,9,4,1/27/18,10.10,1.00,1.00,0.96,1,2,1.7,0.41,0.36,-0.05,3,4,3,3.5,2.32,0.91,2,1,1.6,4,2.36,Green,10.12
401,Brookfield,46,9,4,1/27/18,10.10,1.00,1.00,0.97,1,2,1.7,0.32,0.29,-0.03,3,4,3,3.5,3.57,0.87,3,2,2.6,4,2.61,Green,10.12
402,Fairfield,32,9,4,1/27/18,10.10,1.00,1.00,0.99,1,2,1.7,0.73,0.56,-0.17,2,4,4,4,8.27,0.9,2,2,2,5,2.31,Green,10.12
403,Trumbull,32,9,4,1/27/18,10.10,1.00,1.00,0.99,1,2,1.7,0.52,0.38,-0.15,2,4,3,3.5,10.61,0.93,2,1,1.6,4,2.11,Green,10.12
405,Branford,32,9,4,1/27/18,10.10,1.00,1.00,1.00,1,2,1.7,0.31,0.39,0.08,4,3,2,2.5,6.26,0.95,2,3,2.4,3,2.61,Green,10.12
406,Hamden,32,9,4,1/27/18,10.10,1.00,1.00,1.00,1,2,1.7,0.42,0.33,-0.08,3,3,2,2.5,10.9,0.92,2,1,1.6,3,2.16,Green,10.12
407,Wallingford,32,9,4,1/27/18,10.10,1.00,1.00,0.99,1,2,1.7,0.44,0.39,-0.05,3,3,2,2.5,5.6,0.91,2,3,2.4,3,2.36,Green,10.12
408,Riverdale,17,7,2,1/27/18,9.65,1.00,1.00,0.92,1,3,2.4,0.82,0.81,-0.01,3,5,3,4,2.6,0.83,4,1,2.8,3,2.97,Green,9.63
409,Plano West,26,4,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.82,0.49,-0.33,1,5,5,5,3.44,0.88,3,2,2.6,3,2.41,Green,9
411,Jericho,27,9,4,1/27/18,11.00,1.00,1.00,0.92,1,3,2.4,0.43,0.32,-0.11,2,4,3,3.5,3.79,0.88,3,2,2.6,4,2.57,Green,10.5
413,North Dallas,26,4,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.79,0.54,-0.25,1,5,5,5,7.22,0.92,2,2,2,3,2.26,Green,9
414,Grand Prairie,68,4,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.97,0.90,-0.07,3,5,5,5,9.17,0.94,2,2,2,3,2.76,Green,9
415,Southwest Denver,25,12,3,1/27/18,10.20,1.00,1.00,0.98,1,2,1.7,0.68,0.44,-0.23,1,5,4,4.5,2.38,0.79,5,1,3.4,3,2.51,Green,10.12
416,McKinney,26,4,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.45,0.65,0.20,5,5,5,5,4.04,0.87,3,2,2.6,3,3.41,Yellow,9
417,Massapequa,27,9,4,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.45,0.31,-0.14,2,4,3,3.5,3.2,0.94,2,2,2,4,2.21,Green,10.5
418,Oceanside,56,9,4,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.44,0.28,-0.17,2,4,3,3.5,5.32,0.84,4,3,3.6,4,2.61,Green,10.5
419,Lemont,49,1,2,1/27/18,10.00,1.00,1.00,0.98,1,2,1.7,0.28,0.30,0.01,4,3,3,3,3.16,0.82,4,2,3.2,3,2.91,Green,10
420,Lake Zurich,19,1,2,1/27/18,9.00,1.00,1.00,0.93,1,3,2.4,0.67,0.57,-0.10,2,4,3,3.5,2.07,0.89,3,1,2.2,3,2.47,Green,9
421,Golden,25,12,3,1/27/18,10.20,1.00,1.00,0.90,1,4,3.1,0.88,0.67,-0.22,1,5,4,4.5,2.85,0.85,4,1,2.8,3,2.78,Green,10.12
422,Cranberry,20,15,4,1/27/18,9.00,1.00,1.00,0.91,1,3,2.4,0.39,0.41,0.02,4,3,3,3,2.79,0.82,4,1,2.8,2,3.02,Yellow,9
423,Southlake,26,4,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.50,0.36,-0.14,2,5,5,5,2.66,0.99,1,1,1,2,2.26,Green,9
424,Bay Shore,27,9,4,1/27/18,11.00,1.00,1.00,0.95,1,3,2.4,0.52,0.30,-0.22,1,3,3,3,5.47,0.88,3,3,3,4,2.32,Green,10.5
425,Southeast Tulsa,34,5,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.67,0.65,-0.02,3,4,4,4,5.57,0.88,3,3,3,2,2.81,Green,9
426,Riverside,34,5,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.62,0.62,0.00,3,4,3,3.5,5.26,0.9,3,3,3,2,2.71,Green,9
427,Owasso,34,5,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.50,0.53,0.04,4,4,3,3.5,3.59,0.84,4,2,3.2,2,3.01,Yellow,9
428,Elmhurst,5,1,2,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.49,0.49,-0.01,3,4,4,4,4.38,0.88,3,2,2.6,3,2.71,Green,9
429,Longmont,59,12,3,1/27/18,10.20,1.00,1.00,0.94,1,3,2.4,0.83,0.85,0.01,4,5,4,4.5,3.54,0.85,4,2,3.2,3,3.42,Yellow,10.12
430,Fort Collins,59,12,3,1/27/18,10.20,1.00,1.00,0.95,1,3,2.4,1.02,0.90,-0.12,2,5,4,4.5,3.61,0.84,4,2,3.2,2,2.92,Green,10.12
431,Easton,74,15,4,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.55,0.36,-0.19,2,3,2,2.5,3.54,0.87,3,2,2.6,2,2.16,Green,9
432,Kernersville,10,14,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.42,0.27,-0.14,2,4,3,3.5,6.39,0.97,1,3,1.8,2,2.16,Green,9
433,Flint,31,11,2,1/27/18,9.25,0.99,0.99,0.96,2,2,2,0.74,0.83,0.09,4,2,3,2.5,5,0.95,1,3,1.8,2,2.55,Green,9.12
434,Fenton,81,14,1,1/27/18,9.00,1.00,1.00,0.94,1,3,2.4,0.54,0.74,0.21,5,5,3,4,4.11,0.92,2,2,2,2,3.27,Yellow,9
435,Neenah,1,6,2,1/27/18,9.50,1.00,1.00,0.93,1,3,2.4,0.60,0.64,0.04,4,5,2,3.5,2.48,0.86,3,1,2.2,2,2.97,Green,9.38
436,Rochester Hills,31,11,2,1/27/18,9.25,1.00,1.00,0.94,1,3,2.4,0.48,0.47,-0.01,3,5,4,4.5,3.7,0.89,3,2,2.6,3,3.02,Yellow,9.12
437,Stockbridge,37,5,1,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.41,0.44,0.03,4,4,2,3,15.02,0.95,2,1,1.6,2,2.51,Green,9
438,Fayetteville,37,5,1,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.99,0.71,-0.28,1,5,2,3.5,9.13,0.92,2,2,2,2,1.96,Green,9
439,Newnan,37,5,1,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.43,0.36,-0.07,3,5,3,4,5.44,0.93,2,3,2.4,2,2.66,Green,9
440,Hiram,37,5,1,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.84,0.63,-0.21,1,5,3,4,7.7,0.93,2,2,2,2,2.06,Green,9
441,Acworth,37,5,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.42,0.45,0.02,4,5,4,4.5,6.46,0.91,2,3,2.4,2,3.01,Yellow,9
442,Austell,37,5,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.52,0.22,-0.30,1,5,3,4,11.01,0.94,2,1,1.6,2,1.96,Green,9
443,Woodstock,37,5,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.46,0.33,-0.14,2,5,4,4.5,4.6,0.9,3,2,2.6,2,2.56,Green,9
444,Merchants Walk,37,5,1,1/27/18,9.00,1.00,1.00,0.95,1,3,2.4,0.82,0.42,-0.40,1,5,3,4,4.65,0.88,3,2,2.6,2,2.42,Green,9
445,Roswell,37,5,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.61,0.30,-0.31,1,4,5,4.5,3.8,0.86,3,2,2.6,2,2.31,Green,9
446,Cumming,36,5,1,1/27/18,9.00,1.00,1.00,0.92,1,3,2.4,0.83,0.65,-0.19,2,5,4,4.5,3.56,0.83,4,2,3.2,2,2.92,Green,9
447,Johns Creek,36,5,1,1/27/18,9.00,1.00,1.00,0.94,1,3,2.4,0.86,0.56,-0.30,1,5,5,5,3.8,0.89,3,2,2.6,2,2.62,Green,9
449,Duluth,36,5,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,1.10,0.61,-0.49,1,5,4,4.5,6.36,0.92,2,3,2.4,2,2.26,Green,9
450,Snellville,36,5,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,1.02,0.94,-0.08,3,5,5,5,7.34,0.91,2,2,2,2,2.76,Green,9
451,Conyers,36,5,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.57,0.46,-0.11,2,4,2,3,14.24,0.92,2,1,1.6,2,2.01,Green,9
452,Lawrenceville,36,5,1,1/27/18,9.00,0.96,0.96,0.90,2,3,2.7,0.68,0.60,-0.07,3,5,5,5,9,0.94,2,2,2,2,3.06,Yellow,9
453,Chattanooga,35,5,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,1.05,0.81,-0.24,1,5,4,4.5,4.63,0.97,1,2,1.4,1,2.01,Green,9
454,Wausau,1,6,2,1/27/18,9.00,1.00,1.00,0.89,1,4,3.1,0.44,0.46,0.02,4,5,3,4,1.73,0.9,3,1,2.2,2,3.28,Yellow,9
455,Fayetteville,53,5,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,1.21,0.74,-0.47,1,5,4,4.5,5.81,0.73,5,3,4.2,1,2.71,Green,9
456,Fort Smith,53,5,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.80,0.58,-0.22,1,4,4,4,6.93,0.9,3,3,3,1,2.31,Green,9
457,Rogers,53,5,1,1/27/18,10.00,1.00,1.00,0.98,1,2,1.7,0.67,0.56,-0.11,2,5,3,4,4.7,0.92,2,2,2,1,2.31,Green,10
458,Apple Valley,8,7,2,1/27/18,9.65,1.00,1.00,0.92,1,3,2.4,0.77,0.74,-0.03,3,5,2,3.5,2,0.88,3,1,2.2,3,2.72,Green,9.63
459,North Huntingdon,20,15,4,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.32,0.28,-0.04,3,3,2,2.5,2.74,0.94,2,1,1.6,2,2.16,Green,9
460,Enfield,57,3,4,1/27/18,10.10,1.00,1.00,0.99,1,2,1.7,0.41,0.34,-0.08,3,3,2,2.5,5.21,0.9,3,3,3,3,2.51,Green,10.12
461,Plainville,32,9,4,1/27/18,10.10,1.00,1.00,1.00,1,2,1.7,0.51,0.42,-0.09,3,3,2,2.5,6.75,0.93,2,3,2.4,3,2.36,Green,10.12
462,Powers Blvd,25,12,3,1/27/18,10.20,1.00,1.00,1.00,1,2,1.7,0.71,0.47,-0.24,1,5,4,4.5,6.12,0.86,3,3,3,2,2.41,Green,10.12
463,Bel Air,21,15,4,1/27/18,9.25,1.00,1.00,0.97,1,2,1.7,0.66,0.58,-0.08,3,4,2,3,5.73,0.81,4,3,3.6,2,2.76,Green,9.12
464,Avon,72,11,2,1/27/18,9.00,1.00,1.00,0.92,1,3,2.4,0.78,0.70,-0.09,3,2,3,2.5,3.5,0.89,3,2,2.6,2,2.62,Green,9
465,Cary Crossing,44,14,1,1/27/18,9.00,1.00,1.00,0.94,1,3,2.4,0.54,0.46,-0.08,3,5,4,4.5,4.59,0.87,3,2,2.6,2,3.02,Yellow,9
466,Falls Pointe,44,14,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.55,0.30,-0.25,1,5,4,4.5,4.4,0.93,2,2,2,2,2.16,Green,9
467,Troy,7,11,2,1/27/18,9.25,1.00,1.00,0.98,1,2,1.7,0.47,0.57,0.10,4,5,5,5,4.3,0.87,3,2,2.6,3,3.16,Yellow,9.12
468,Mesquite,68,4,1,1/27/18,9.00,0.94,0.94,0.94,3,3,3,0.79,0.56,-0.23,1,5,5,5,12.92,0.92,2,1,1.6,3,2.55,Green,9
469,Hamilton Township,52,15,4,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.30,0.30,0.00,3,4,3,3.5,4.59,0.93,2,2,2,3,2.46,Green,9
470,Groton,42,3,4,1/27/18,10.10,1.00,1.00,0.98,1,2,1.7,0.69,0.58,-0.10,2,3,3,3,4.18,0.94,2,2,2,3,2.11,Green,10.12
471,Lisbon,42,3,4,1/27/18,10.10,1.00,1.00,1.00,1,2,1.7,0.34,0.24,-0.10,3,3,3,3,4.34,0.97,1,2,1.4,3,2.21,Green,10.12
472,Lee's Summit,76,7,2,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.85,0.82,-0.03,3,4,4,4,3.06,0.88,3,2,2.6,2,2.71,Green,9
473,Valparaiso,6,1,2,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.63,0.49,-0.14,2,4,2,3,5.3,0.92,2,3,2.4,2,2.21,Green,9
474,Frankfort,6,1,2,1/27/18,9.00,0.99,0.99,0.95,2,2,2,0.66,0.97,0.31,5,2,3,2.5,3.07,0.9,3,2,2.6,3,3,Yellow,9
475,McHenry,19,1,2,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.30,0.24,-0.06,3,3,3,3,3.49,0.98,1,2,1.4,3,2.21,Green,9
476,Howell,38,9,4,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.30,0.24,-0.06,3,4,4,4,3.01,0.86,3,2,2.6,4,2.71,Green,9
477,Santa Maria,70,13,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.66,0.65,-0.01,3,4,5,4.5,6,0.92,2,3,2.4,3,2.76,Green,10.5
478,Hillsborough,38,9,4,1/27/18,9.00,1.00,1.00,0.95,1,2,1.7,0.46,0.38,-0.08,3,5,5,5,3.37,0.89,3,2,2.6,4,2.91,Green,9
479,Royersford,21,15,4,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.71,0.48,-0.23,1,5,5,5,2.6,0.87,3,1,2.2,3,2.31,Green,9
480,Brighton,7,11,2,1/27/18,9.25,1.00,1.00,0.89,1,4,3.1,0.64,0.57,-0.08,3,5,4,4.5,2.51,0.72,5,1,3.4,2,3.43,Yellow,9.12
481,Shelby Township,31,11,2,1/27/18,9.25,1.00,1.00,0.93,1,3,2.4,0.58,0.77,0.19,5,4,3,3.5,3.03,0.88,3,2,2.6,3,3.32,Yellow,9.12
482,Midland,31,11,2,1/27/18,9.25,1.00,1.00,0.98,1,2,1.7,0.60,0.68,0.08,4,3,3,3,3.46,0.89,3,2,2.6,2,2.76,Green,9.12
483,SW Waukesha,2,6,2,1/27/18,9.00,1.00,1.00,0.94,1,3,2.4,0.56,0.54,-0.02,3,5,2,3.5,3.12,0.91,2,2,2,2,2.67,Green,9
484,Delavan,2,6,2,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.30,0.35,0.05,4,5,3,4,2.68,0.88,3,1,2.2,2,2.86,Green,9
485,Muskego,3,6,2,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.49,0.37,-0.11,2,5,3,4,2.31,0.89,3,1,2.2,2,2.36,Green,9
486,Bainbridge,15,11,2,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.36,0.48,0.12,5,3,2,2.5,2.48,0.82,4,1,2.8,2,2.96,Green,9
487,Edmond,34,5,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.50,0.49,-0.01,3,4,3,3.5,4.14,0.87,3,2,2.6,1,2.61,Green,9
488,Northwest Oklahoma,34,5,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.69,0.74,0.05,4,4,3,3.5,5.31,0.89,3,3,3,1,2.96,Green,9
489,Yukon,34,5,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.99,0.84,-0.15,2,5,4,4.5,4.06,0.92,2,2,2,1,2.41,Green,9
490,Moore,34,5,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,1.11,0.80,-0.31,1,5,3,4,6.21,0.85,3,3,3,1,2.31,Green,9
491,Westminster,66,15,4,1/27/18,9.25,1.00,1.00,0.99,1,2,1.7,0.51,0.37,-0.14,2,5,2,3.5,4.1,0.91,2,2,2,3,2.21,Green,9.12
492,Eldersburg,66,15,4,1/27/18,9.25,1.00,1.00,0.97,1,2,1.7,0.43,0.51,0.08,4,5,2,3.5,3.64,0.86,3,2,2.6,3,2.86,Green,9.12
493,Greenville,75,14,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.52,0.57,0.04,4,4,3,3.5,4.62,0.9,3,2,2.6,1,2.86,Green,9
494,Asheville,75,14,1,1/27/18,9.00,1.00,1.00,0.94,1,3,2.4,0.95,1.01,0.06,4,5,3,4,3.58,0.81,4,2,3.2,1,3.32,Yellow,9
495,Columbus,13,2,4,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.70,0.61,-0.09,3,5,3,4,2.79,0.89,3,1,2.2,2,2.61,Green,9
496,Johnson Creek,2,6,2,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.30,0.45,0.15,5,5,2,3.5,2.24,0.84,4,1,2.8,2,3.16,Yellow,9
500,Coralville,79,7,2,1/27/18,10.10,1.00,1.00,0.97,1,2,1.7,0.54,0.49,-0.05,3,5,3,4,2.44,0.93,2,1,1.6,2,2.46,Green,10.12
501,Cedar Falls,79,7,2,1/27/18,9.00,1.00,1.00,0.95,1,3,2.4,0.94,0.78,-0.16,2,5,3,4,3.42,0.92,2,2,2,1,2.52,Green,9
502,Perrysburg,72,11,2,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.99,0.69,-0.29,1,4,3,3.5,3.43,0.89,3,2,2.6,2,2.11,Green,9
503,Manchester,57,3,4,1/27/18,10.10,1.00,1.00,1.00,1,2,1.7,0.59,0.51,-0.08,3,3,2,2.5,7.26,0.91,2,2,2,3,2.26,Green,10.12
504,Newark,21,15,4,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.56,0.36,-0.20,2,4,2,3,5.99,0.92,2,3,2.4,3,2.21,Green,9
505,Wallkill,46,9,4,1/27/18,10.40,1.00,1.00,0.96,1,2,1.7,0.94,0.59,-0.34,1,3,2,2.5,5.05,0.87,3,3,3,4,2.01,Green,10.38
506,South Elgin,49,1,2,1/27/18,9.00,0.99,0.99,0.91,2,3,2.7,0.83,0.71,-0.12,2,4,3,3.5,4.15,0.88,3,2,2.6,3,2.66,Green,9
507,El Paso East,51,12,3,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.52,0.20,-0.31,1,4,3,3.5,8.99,0.97,1,2,1.4,1,1.81,Green,9
508,El Paso,51,12,3,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.79,0.55,-0.24,1,4,4,4,16.76,0.97,1,1,1,1,1.81,Green,9
509,North Austin,61,4,1,1/27/18,10.00,0.96,0.96,0.94,2,3,2.7,1.04,1.00,-0.04,3,5,5,5,5.04,0.88,3,3,3,2,3.31,Yellow,10
510,Lakeline,61,4,1,1/27/18,9.00,1.00,1.00,0.92,1,3,2.4,0.85,0.58,-0.27,1,5,4,4.5,3.28,0.88,3,2,2.6,2,2.52,Green,9
511,Round Rock,61,4,1,1/27/18,9.00,0.91,0.91,0.96,3,2,2.3,0.68,0.85,0.17,5,5,4,4.5,3.79,0.87,3,2,2.6,2,3.49,Yellow,9
512,New Albany,67,2,4,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.56,0.54,-0.03,3,5,2,3.5,2.95,0.88,3,1,2.2,1,2.51,Green,9
513,Preston Highway,67,2,4,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.97,0.51,-0.46,1,5,4,4.5,3.71,0.92,2,2,2,1,2.16,Green,9
514,Battle Creek,16,11,2,1/27/18,9.25,1.00,1.00,0.98,1,2,1.7,0.93,0.81,-0.13,2,3,3,3,4.71,0.91,2,2,2,2,2.11,Green,9.12
515,Frisco,26,4,1,1/27/18,9.50,1.00,1.00,0.92,1,3,2.4,0.54,0.85,0.32,5,5,5,5,4.21,0.88,3,2,2.6,3,3.62,Yellow,9.38
516,Rocky Point,27,9,4,1/27/18,11.00,1.00,1.00,0.92,1,3,2.4,0.82,0.42,-0.41,1,3,3,3,3.38,0.91,2,2,2,4,2.07,Green,10.5
517,Gainesville,36,5,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.62,0.44,-0.18,2,5,3,4,5.84,0.89,3,3,3,1,2.56,Green,9
518,Hamilton Mill,36,5,1,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.63,0.71,0.09,4,5,5,5,4.48,0.89,3,2,2.6,2,3.16,Yellow,9
519,Bloomington,13,2,4,1/27/18,9.00,1.00,1.00,0.95,1,3,2.4,1.04,0.70,-0.34,1,5,2,3.5,3.21,0.87,3,2,2.6,1,2.32,Green,9
520,Shakopee,8,7,2,1/27/18,9.65,1.00,1.00,0.95,1,3,2.4,0.42,0.46,0.04,4,5,3,4,2.32,0.79,5,1,3.4,3,3.37,Yellow,9.63
521,Woodlands,40,4,1,1/27/18,9.00,1.00,1.00,0.95,1,3,2.4,0.79,0.69,-0.10,3,4,4,4,4.79,0.91,2,2,2,3,2.77,Green,9
522,Franklin,35,5,1,1/27/18,10.00,0.99,0.99,0.81,2,4,3.4,0.74,0.74,0.00,3,5,4,4.5,3.09,0.86,3,2,2.6,1,3.32,Yellow,10
523,Hermitage,35,5,1,1/27/18,9.00,1.00,1.00,0.95,1,2,1.7,0.42,0.67,0.25,5,5,5,5,3.45,0.85,3,2,2.6,1,3.41,Yellow,9
524,Hendersonville,35,5,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.55,0.94,0.39,5,5,4,4.5,3.24,0.88,3,2,2.6,1,3.31,Yellow,9
525,Murfreesboro,35,5,1,1/27/18,9.00,1.00,1.00,0.94,1,3,2.4,1.21,0.82,-0.38,1,5,4,4.5,5.41,0.93,2,3,2.4,1,2.47,Green,9
526,Burleson,68,4,1,1/27/18,9.00,1.00,1.00,0.95,1,3,2.4,0.85,0.52,-0.33,1,5,5,5,6.98,0.91,2,3,2.4,2,2.57,Green,9
527,Katy,71,4,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.72,0.69,-0.03,3,4,5,4.5,8.51,0.91,2,2,2,3,2.66,Green,9
528,Burlington,41,3,4,1/27/18,11.00,1.00,1.00,0.95,1,2,1.7,0.46,0.28,-0.19,2,5,2,3.5,2.24,0.94,2,1,1.6,3,2.11,Green,10.5
529,Chelmsford,41,3,4,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.39,0.30,-0.08,3,5,2,3.5,4.51,0.94,2,2,2,3,2.46,Green,10.5
530,Hingham,42,3,4,1/27/18,11.00,1.00,1.00,0.88,1,4,3.1,0.46,0.39,-0.08,3,4,2,3,1.85,0.89,3,1,2.2,3,2.83,Green,10.5
531,Medford,41,3,4,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.59,0.36,-0.23,1,5,2,3.5,3.73,0.94,2,2,2,3,1.96,Green,10.5
532,Milford,41,3,4,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.36,0.41,0.05,4,4,2,3,3.97,0.88,3,2,2.6,3,2.76,Green,10.5
533,Nashua,12,3,4,1/27/18,10.00,1.00,1.00,0.91,1,3,2.4,0.49,0.39,-0.10,3,5,3,4,3.08,0.92,2,2,2,3,2.77,Green,10
534,Newington,12,3,4,1/27/18,10.25,1.00,1.00,0.84,1,4,3.1,0.77,0.75,-0.01,3,5,2,3.5,1.72,0.84,4,1,2.8,2,3.08,Yellow,10.12
535,North Andover,41,3,4,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.83,0.39,-0.44,1,5,2,3.5,5.62,0.95,2,3,2.4,3,2.06,Green,10.5
536,Pembroke,42,3,4,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.44,0.34,-0.10,2,4,1,2.5,2.2,0.94,2,1,1.6,3,1.91,Green,10.5
537,Plaistow,12,3,4,1/27/18,10.00,1.00,1.00,0.93,1,3,2.4,0.72,0.52,-0.19,2,5,2,3.5,3.59,0.87,3,2,2.6,3,2.57,Green,10
538,Salem,12,3,4,1/27/18,10.00,1.00,1.00,0.96,1,2,1.7,0.38,0.39,0.01,4,5,2,3.5,2.84,0.87,3,1,2.2,3,2.76,Green,10
